vtuneCategory,threadcount,inputinfo,metric,value
hpc,36,20,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
hpc,36,20,Computer Name,quartz3070
hpc,36,20,Result Size,20785942
hpc,36,20,Collection start time,23:42:59 21/04/2021 UTC
hpc,36,20,Collection stop time,23:43:01 21/04/2021 UTC
hpc,36,20,Collector Type,Driverless Perf per-process sampling
hpc,36,20,Name,Intel(R) Xeon(R) Processor code named Broadwell
hpc,36,20,Frequency,2095148368
hpc,36,20,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
tr,18,20,Metric Name,Metric Value
tr,18,20,Elapsed Time,2.600237
tr,18,20,Paused Time,0.0
tr,18,20,Effective CPU Utilization,20.3% (14.650 out of 72 logical CPUs)
tr,18,20,OpenMP Analysis. Collection Time,2.600237
tr,18,20,Serial Time (outside parallel regions),0.370s (14.2%)
tr,18,20,Parallel Region Time,2.230s (85.8%)
tr,18,20,Estimated Ideal Time,2.107s (81.0%)
tr,18,20,OpenMP Potential Gain,0.123s (4.7%)
tr,18,20,Total Thread Count,18
tr,18,20,Thread Oversubscription,0s (0.0% of CPU Time)
tr,18,20,Wait Time with poor CPU Utilization,1.636s (100.0% of Wait Time)
tr,18,20,Spin and Overhead Time,2.110s (5.3% of CPU Time)
tr,18,20,Application Command Line,"lavaMD ""-cores"" ""18"" ""-boxes1d"" ""20"""
tr,18,20,Operating System,"3.10.0-1160.15.2.1chaos.ch6.x86_64 NAME=""Red Hat Enterprise Linux Server"" VERSION=""7.9 (Maipo)"" ID=""rhel"" ID_LIKE=""fedora"" VARIANT=""Server"" VARIANT_ID=""server"" VERSION_ID=""7.9"" PRETTY_NAME=""Red Hat Enterprise Linux Server 7.9 (Maipo)"" ANSI_COLOR=""0;31"" CPE_NAME=""cpe:/o:redhat:enterprise_linux:7.9:GA:server"" HOME_URL=""https://www.redhat.com/"" BUG_REPORT_URL=""https://bugzilla.redhat.com/""  REDHAT_BUGZILLA_PRODUCT=""Red Hat Enterprise Linux 7"" REDHAT_BUGZILLA_PRODUCT_VERSION=7.9 REDHAT_SUPPORT_PRODUCT=""Red Hat Enterprise Linux"" REDHAT_SUPPORT_PRODUCT_VERSION=""7.9"""
tr,18,20,Computer Name,quartz3070
tr,18,20,Result Size,4756818
tr,18,20,Collection start time,23:43:25 21/04/2021 UTC
tr,18,20,Collection stop time,23:43:28 21/04/2021 UTC
tr,18,20,Collector Type,User-mode sampling and tracing
tr,18,20,Name,Intel(R) Xeon(R) Processor code named Broadwell
tr,18,20,Frequency,2095147858
tr,18,20,Logical CPU Count,72
vtuneCategory,threadcount,inputinfo,metric,value
hpc,18,20,Metric Name,Metric Value
hpc,18,20,Elapsed Time,2.492362
hpc,18,20,SP GFLOPS,0.0
hpc,18,20,DP GFLOPS,24.049513
hpc,18,20,x87 GFLOPS,0.0
hpc,18,20,CPI Rate,0.425057
hpc,18,20,Average CPU Frequency,2679253106.806236
hpc,18,20,Total Thread Count,18
hpc,18,20,Effective Physical Core Utilization,41.2% (14.836 out of 36)
hpc,18,20,Effective Logical Core Utilization,20.5% (14.729 out of 72)
